MENSAJE
Bien Jota!! Nosotros somos la esperanza somos alegría y dignidad
Los azuayos con Jota Llorét   JUNTOS  VENCEREMOS  LISTA  1
Vamos ahí,  Juan Cristóbal a recuperar la Patria
Este Jota es un hombre carismático y serio. Inspira una confianza enorme. 
Compañeros a luchar para que regrese ese nuevo país en la década ganada con Arauz y Rabascall 
