MENSAJE
Los verdaderos indigenas estan con la Lista 1. Y.Perez les quiere utilizar.
"Dicen borres lame botas? Bueno pues ustedes siguen el camino de Carlos Guartambel, ""el protector del agua"" sigan con su Carlitos si tuvo el valor  de cambiarse de nonbre, muy pronto les cambiará a todos los que están con Yaku, Yaku es un sinvergüenzas que utiliza la bandera de los pueblos originarios como etiqueta política. Pachacutik es un nombre emblemático, pero los que nos representan son una vergüenza. Mientras Yaku se unen con el circo de la derecha para aplastar a los ""correistas"" Araus tiene el camino libre para seguir y llegará donde se merece. Los que gritan borregos lamebotas, son unos pocos, el pueblo somos más."
"Este caballero mi respeto, habla bien el quichua; sus expresiones nacen de ese Ecuador profundo, con una verdadera FILOSOFIA ANDINA ."
Un borrego mas no hace rebaño lacayo resentido por eso YAKU les dara una lección 
Está mal la señal
BORREGOS SONLOS QUE ESTAN CON LASSO POR QUE TIENEN TODO robando
Yaku presidente 
"Arauz presidente 
Todo 1"
Este es el propio borrego lame botas del rata correa
Vota todo 111111 para los coructos de lasso se mueran de embidia y se  angustien
Todo 1
Oye Jose cada quie  jusga por su condicion todito 1
Todo 1 
Todo 1
Otro resentido 
Oportunista estarias mejor callado.
Ese no es indígena eschenlo nomas es hp del correismo
Asi disis cada rrato tonto rata no sabes solo esta utilizando mal parido 
Todo 1
Ratas correistas sinvergüenzas 
N apto para burros sufridores todito 1 
