MENSAJE
Adres Arauz y Carlos Rasbacall  ala precidenciás vamos contodo a recuperar la patria en una sola vuelta 
Vamos Andres el pueblo pide el regreso de la democracia y a recuperar el estado de derecho y una vida digna para niestro pueblo que está abandonado por todas las instancias del estado gracias Rafael por bolvernos a dar dignidad 
HERMANOS CUENCANOS Saludos desde la Mitad del Mundo. Todo uno  ARAUZ PRESIDENTE RANAS CALLE VICEPRESIDENTE.  
Necesitamos oír la propuesta de campaña para sacar adelante al Ecuador ???? necesitamos escuchar a Andres  Arauz ????????????????????????
Queremos un presidente que nos represente al Ecuador y a nivel internacional. Andrés Arauz es un candidato completo. Es una sola vuelta! #1
QUE EMOCIÓN...RECUPERAREMOS LA PATRIA AMADA...Y TENDREMOS DE VUELTA A NUESTRO LÍDER  RAFAEL CORREA, Y SE HARA JUSTOCIA, JUNTO A JORGE GLAS 
Viva Cuenca gente inteligente q votará por Andrés Arauz pongan una música bien llamativa q despierte al pueblo
Hernan Tamay, los burros odiadores no tienen espacio en este momento! Sigan sufriendo, volveremos y venceremos! ?? ?? ?? 
Si los Cuencanos votan por este tipo payaso ??,quiere decir q no tienen nada en la cabeza, pura corrupción es lo está transitando por la calles de Cuenca. 
Vamos Cuenca todos en un solo puño por mi Ecuador. Lista 1 en plancha. Latinoamerica unida. Bolivia nos dio el ejemplo que si se puede. 
La fuerza y la unidad presente en la bella Cuenca apoyando al futuro Presidente ANDRES ARAUZ. Vuelve la esperanza. Una sola vuelta. Con la uno.
EXACTAMENTE REGRESA EL PODER AL PUBRLO Y LOS QUE TIENEN MAS PLATITA A PAGAR SUS IMPUESTOS Y PAGAR LAS  UTILIDADES A SUS COLABORADORES AHI ES QUE LES DUELES PINCHES LADRONES DE CORBATA AYA VAMOS  CHINGUESE
Sanducheros... Vayan a totora... Más ricas son las papas de dolar.. Fuchi... Alguien que me ve da tomates para apuntarle a la nariz.. A ese hdp
Una gran caravana vamos a ganar en la primera vuelta.  Con Correa estuvimos mejor nadie lo discute. 
Gracias Ec. Andrés Arauz e Ing Carlos Rabascall nos alegró la tarde y.noche saludos de Quito  Ecuador somos 1
Esperanza de q ? De tener personas limpias y onradas que no se lleven la poco plata que le queda a este pais??estamos cansados de tanta corrupción 
Viva Cuenca, todos por lista 1 Arauz Presidente Rabascal Vicepresidente una sola vuelta lista 1 Venceremos, somos más, muchísimo más. Viva la Revolución Ciudadana y nuestro Líder Rafael Correa Delgado.
Dale yaku para que aprendan estos corruptos ....yaku presidente ya lo verán ni pasen tiempo ladrones de cuello blanco
Asi me gusta q sufran los sapos explotadores miserables acostumbrados  ano pagar impuestos yq los pague el pobre ya basta miserables con andres sete acaba la teta xq estaras controlado
Si gana Andrés y Rafael  Rabascalle una sola vuelta Asta la Victoria SIENPRE volverá Rafael Correa Delgado   11111
Ya q dicen q a rrobado!!! Pero esas inmensas obras q iso CORREA... X TAL RASON GANAREMOS EN LA PRIMERA VUELTA VIVA ARAUZ
Vamos al triunfo amigos, Con Andres.y en una sola vuelta 
Com fe en Dios venceremos todo todito lista número uno. La de Correa siempre 
Esa cantidad de apoyo quisieran  pero ni en sueños  no se dejen engañar  eso no es verdad x q no estamos en campaña  esa carabana de cuando sera 
San antonio de la parroquia de manglaralto probincia de santa elena  presente la familia balon  mi estimado ya presidente araus 
Con Arauz derrotaremos a la oligarquia enquistado en el gobierno del traidor
Viva Andrés y Rafael lista 111111111111111
Toto , todito 1111111111. Con propuestas claras, reales, realizables en veneficio del PUEBLO. NO SON PROPUESTAS DEMAGOGICAS Y POPULISTAS.Hasta  la Victoria . A recuperar la ESPERANZA Y LA DEMOCRACIA
Este Lloret sinvergüenza, habla recuperar chequeras y votó en contra de la ley para recuperar el dinero robado por los políticos... Y el gil de Arauz, ni voluntad propia tiene, hipócritas
Al señor yaku  no se entiende nada tiene  los labios abiertos y las muelas no mueve no se le entiende
Todos los políticos son corruptos unos mas q otro y nunca aran nada x los pobres
Callate mentiroso gente pagada quien paga  es canpaña la plata robada   ni Correa se fue en una sola buelta y con trampa
Jajajaja q dinero te robaron capaz ni pagas impuestos, no sufras q hay paliza el 7 en las urnas y sino te gusta andate a pasear. 
Todo todito 111111111
SALUDOS HOSPITAL SOLCA CUENCA..Y LA CASA DE ACOJIDA PARA LOS FAMILIARES DE PACIENTE DE CANCER..ESO FUE OBRA DE RAFAEL CORREA...
Yaku presidente araus solo titulos comprado x q era perro de correa hoy solo x defender a correa y a glas a todos los corructos de correa
Sinvergüenzas que votan en contra de la incautación de bienes de los ladrones políticos y la gente cómo Giles que creen en los políticos 
Si todo uno
Farsantes socialistas El Lelo Arauz es un títere del correismo  el pueblo no nesesita esperanzas si no propuestas concretas y realistas no las estúpidas promesas que dice el leloArauz
Todos los borregos están vendados los ojos en ningún país a dado resultado el socialismo lo único que han hecho es robar descaradamente toda la riqueza de nuestro país ahi esta el espejo de Cuba Venezuela burros hdp
Mi candidato idoneo aquel que priorice educacion y salud, pero una verdadera priorizacion. Si vienene a vender solo humo estamos jodidos. Hasta ahora ninguno tiene propuestas claras. 
Los burros son los que andan con los corruptos de jacku pere los amigos delenin en la playa parese gey
No será mejor que estos borregos vayan a vivir en Venezuela que tantos les gusta el modelo de gobierno
Callen gallinazos lo que quieren es seguir embobado la teta oportunistas que no tienen ningún plan de gobierno. Fuera sánganos. Lasso Presidente pregunte usted a la gente.
Y sigue tanto imbecil esperando que el socialismo les cambie la vida , me preguntó si revisaron quién es este hpta
Ni vengas por ricaurte arauz es la continuacion del ladron de correa ?que no se cansan de seguir robando malditos??????
Ya perdieron ni se compara a las masas que movia cuando estaba rafael, hasta que se le ocurrió convertirse en el peor de los corruptos 
Dan asco a la gente que tiene un mínimo conocimiento en política y economía, pero lo que roban pesa más que su dignidad. Son un parásito de la sociedad 
Sufre la rata de Moreno..
Q quierieres en cuenca q estas afresiendo mentiroso  nadien te digo q te bayas a cuenca mentiroso nadien te cre  el 
En altas  horas de la  noche tienen que  salir  para  que no los corran a paios los cuencanos no  son  cojudos
Asco de ratas tratan de convencer por medio de las redes sociales que tienen apoyo y es falso nadie les quiere 
Borricos no aprendieron
Quédense en casa mmvrgs 
Todo 111111 carajo 
ANTES ERAN MUCHA GENTE. AHORA 4 PELAGATOS BORREGOS.  EL PUEBLO ES INTELIGENTE.  JAMÁS SERÁ PRESIDENTE ESTE LELO
Fuerza compañeros  vamos a recuperar la Patria. Vamos a vencer el miedo al que nos ha tenido sometido este gobierno traidor acusándonos de todo lo malo que sucede en el país. A mantenernos alerta y vigilantes para que no nos impidan llegar. Venceremos. HLVS
Manabitas en ECUADOR Clemente Vásquez asambleísta Nacional x Manabi cuándo fue diputado y prefecto impulso proyectos como la universidad de Jipijapa colegios escuelas caminos vecinales puentes carreteras el puerto de Manta listas 6 partido social cristiano
VAN A PERDER.  SI EN LAS ELECCIONES PASADAS YA PERDIERON Y CON FRAUDE ELECTORAL EL PRÓFUGO LE PUSO A MORENO 
Por eso vamos a volver a volver a volver..viva MashiRafael, viva la revolución ciudadana, viva el #BinomioDeLaEsperanza #ArauzRabascal, todo todiiito 1?? y en 1? sola vuelta ?? ?? ?? ?? ?? 
CUENCA DA LA BIENVENIDA AL CANDIDATO DE LA ESPERANZA.  ANDRES ARAÙZ PRESIDENTE
Adelante amigos..     una  sola vuelta  apoyamos  desde Palmas Sevilla de Oro Azuay 
Adelante q Dios les bendiga el pueblo ya sabe todos votaremos todo 111111 uno la fe Correa
Todo lista 1 y bienvenido a cuenca dígale a Andrés por favor los amo
Todo el Ecuador se contagia con la caravana de la Esperanza.
A sepultar a la oligarquía y a la prensa corrupta de la patria
Bien venido a mi Cuenca hermoso exitos
Fuerza 
Una sola vuelta Andres presidente y toda lista Uno a recuperar la patria una sola vuelta 
"Fuerza y apoyo desde Gualaquiza, con Aruaz-Rabadcall; todo UNO, VOTA  todo 1"
 Una sola vuelta qué viva Andrés Arauz.
Hasta la Victoria siempre compañeros
TODO 1 Y ELIMINACIÓN DE ESTA MEDIOCRE LEY HUMANITARIA QUE LO ÚNICO QUE HA HECHO ES DEJARNOS SIN EMPLEO A MÁS DE UN MILLÓN Y MEDIO DE ECUATORIANOS  Y DEJARLES QUE HAGAN LO QUE LES DA LA GANA A LOS SINVERGÜENZAS EMPRESARIOS. 
Dejen a los hospitales tranquilos !! Es bulla no deja descansar tranquilo a los pacientes !!!
CON AMOR, CORAJE Y DIGNIDAD A RECUPERAR LA PATRIA A VOTAR TODOOO LISTA 1UNO 1 UNO 1 UNO
Que emocion...Todo 1
Hazta la victoria siempre es una palabra de poder y bendicion todo 1111111
Arriba cuenca querido mi provincia bella todo  todito lista 1 la rebulucion ciudadana ????????????????
vamos a recuperar la patria por mi, por mis hijos, y por el pueblo 
Todo el apoyo de mi familia para el binomio de la esperanza, bienvenido a Cuenca.
Arenillas El oro el ECUADOR vive una verdadera fiesta revolucionaria. 
Arauz presidente. Viva Cuenca.
Viva la Patria todos por la 1
todito 1 Arauz Presidente ??
Todo 1111
Una sola vuelta arauz presidente 
Andrés Arauz  te queremos  en  Canton Quinsaloma Provincia los Ríos 
Venceremos 
Bienvenido presidente a cuenca 
Vamos Arauz presidente 
Otro   Correa.  Yaku  presidente ??????
Gracias andres
Todito 1111 somos más junto al binomio de correa venceremos alos traidores 
Hasta la Victoria siempre 
Yaku presidente
"¡Volveremos y venceremos! ;) ¡Todo 1! ;) "
Lindo huambra lucha por los más necesitados q tanta falta hace 
ANDRÉS ARAUZ  presidente,  viva la patria 
Una sola vuelta con el Binomio de la esperanza 
Todo 1 hasta la Victoria Siempre la de Correa, y. Andrés Arauz
Yaku precidente 
Ya tenemos presidente tenemos Andrés Arauz 
Los Ríos esta con la lista 1 ??
Vamos Arauz una sola vuelta
Si saben cómo  sobornar al pueblo ecuatoriano la Victoria ya no es para raficos  uma sique ????
Andrés Arauz presidente Carlos Rabascall vicepresidente  les vamos a dar una garotisa electoral 
Se articula el progresismo en Suramérica, está de vuelta el progresismo a la Patria Grande. HLVS. 
Tenemos presidente, ARAUZ presidente
Una sola vuelta
Mi familia, mis amigos ya lo decidimos, daremos el voto a ANDRES ARAUZ- PRESIDENTE 
Con esto matamos dos pájaros yaku y lasso
Al cwmentarista que invite mañana a la caravana hoy solo es la llegada
Por nuestros derechos en favor de los más necesitados
Por justicia social y equidad para nuestros hermanos ecuatorianos
Sin dudarlo Todo 1 Vuelve la Patria !
que estará loca la gente en Cuenca para recibir estos mentirosos den les palo corran a estos corructos
ARAUZ PRESIDENTE 
Arauz presidente
Todo es cuestion de tiempo una sola vuelta lista desde  guayaquil recuperaremos la patria viva Correa
Viva Arauz viva Correa carajo 
Que lástima la gente es tan ciega  no ganaaaaa
Todo LISTA  1  hasta la vitoria siempre
Porsupuesto hasta victoria compañeros 
Viva Andres Arauz presidente. Del Ecuador. 
Arecuperar la Patria y la dignidad de los Ecuatorianos Arauz Presidente
Saludos desde la capital arrocera del Ecuador Daule
Vamos Cuenca todo 1...HLVS... 
Ratassssssssssssssssssssssssss sssssssssssssssssssssssssssssssssssssssssss
ARAUZ en una sola vuelta...presidente 
VENCEREMOS AL ODIO Y LA TRAICIÒN!!
No más ratas autoritarios, una sola vuelta Yaku presidente 
Medio cuenca se ha ido ?? más solo que piojo en cabeza calva 
HLVS Mashi  Rafael Correa 
Bienvenido a Cuenca Arauz presidente todo 1
Viva Venezuela  con Araus
Una sola vuelta 
Lo mismo de siempre  mas la bulla  para nada 
Saludos desde New York 
Con la seniza de los traidores reconstruiremos la patria Viva la Rebolucion viva el binomio de la esperanza Arauz Rabascal
Todo 1
Vamos con todo 
Siempre atento de la nueva promesa.
Saludos desde Shushufindi para Cuenca Arauz Andrés Arauz presidente
Arauz Presidente. 
Cuenca te saluda arauz fuerza  
A recuperar la Patria 
Solo el pueblo salva al pueblo. Todos a votar por la lista 1??????????????
Desde Atacames con infinito amor a recuperar la patria con ARAUZ 
Vamos Cuenca una sol vuelta 
Pilas cuando visita esmeraldas  
A recuperar la patria
ANDRÉS ARAUZ PRESIDENTE DEL ECUADOR
Saludos desde portoviejo Arauz 
Una sola vuelta todo todito 1
soy Correista y lloren sufridores 
Andres Presidente correa Presente
Desde LOJA ARAUZ PRESIDENTE!!!!??????????????
Elecciones 7 de Febrero. TODO TODITO 1
FELICITACIONES CUENCA.
Guachapala  el pan   sevilla de oro  CHORDELEG   sigsig gualaceo
Arauz nuestro presidente 
Viva Correa que viva Arauz 
Se ve se siente Arauz Presidente HLVS.
Vamos Cuenca 
Saludos cordiales desde DURÁN 
Gualaceo con Arauz
Yaku presidente 
Todo toditooooo lista  11111  asta la victoria    siempree
La dirección por favor 
Todo 11111111111
Qué pena
Otros ladrones más basta de confundir al pueblo con sus engaños basta de corrupción 
Que apoyo para inmenso  
De ley a  recuperar lo que se llevó el Correa 
Todo por Arauz 
Increible el apoyo!
Suban a Miraflores Sinincay vamos futuro presidente 
VIVA LA1 VENCEREMOS
Correa inocente Andrés presidente 
Todo 1 viva Arauz
En donde quedaría los sándwich hay muy poco borrego 
Mañana toda cuenca a las calles
Por la esperanza para los pobres y desampararnos
Lindo apoyo ya no hay plata para los sanduches.
Ladrón como el correismo 
Manta adelante....
Claro q vamos a vencer a estos miserables explotadores de la derecha
La caravana del triunfo 
Saludos de Palmira Guamote Chimborazo 
Cusbdo hacemos una caravana en Quitó
Ya tenemos  presidente 
Adelante siempre 
Cuando  viene  por cariamanga Loja 
Todo 111111
San juan d gualaceo 
Yaku presidente una sola vuelta 
Nadie les cree a estos hdp ya están muertos en las urnas yaku es la única alternativa 
Vamos Azuay
.???? Que viva Cuenca que viva Ecuado????
Que viva
Una sola vuelta Arauz presidente
Vamos a volver
Jajajaja les daremos un solo correazo.... No mejor un super garrotazo como dice Angelito.. Garrotazo en las urnas somos lista 1.
Todo todito 1....!!!!!!!!!!!! Arauz Presidente..!!
Uno es Arauz Rabascall 
Todo 111111111
No ganaras nunca si dices serbir al pueblo as lo sin interese politicos ....mentiroso
Vamos a recuperar el empleo 
Todo uno 
Confirmen a que hora va a ser la caravana y DES de donde 
Venceremos compañeros en una sola vuelta 
