MENSAJE
SIENTO TANTA EMOCIÒN DE VER EL GRAN APOYO  Y PIENSO COMO SERÌA SI ESTUVIERA NUESTRO MASHI RAFAEL  SERÌA UN APOTEÒSICO RECIBIMIENTO.  EN TU HONOR RAFITA!!
Expresion de gratitud y agradecimiento al noble pueblo de la bella Cuenca, que hoy ha salido a respaldar al futuro presidente ANDRES ARAUZ. 
Todo 11111 viva la revolución ciudadana Rafael correa líder histórico dela revolución venceremos hasta la victoria siempre 
"Me gusta de Cuenca, entre otras cosas, su pasión por la justicia, por eso siempre apoyan a los gobiernos progresistas.
Viva Cuenca, viva el binomio Arauz- Rabascall. 1-5."
Que esperanza pues en 14 años de saqueo ladronismo robo corrupción como tiene destrozado al Ecuador. Única esperanza es un nuevo presidente gente nueva como es Yaku Perez todo 18 
Da coraje que azuay reciba a este títere de correa y peor gente apoyando a este tipo gracias a correa el país está cómo está ya que el mismo pudo a este ladrón de Lenin 
LA CARAVANA DE LA ALEGRIA Y DE LA ESPERANZA.VOTA TODO LISTAS 2 ARAUZ PRESIDENTE 1 SOLA VUELTA.ARAUZ PRESIDENTE CORREA INOCENTE.VIVA LA REVOLUCION CIUDADANA.DESDE MANABI SALUDOS.
Viva la democracia, vivan los nuevos rostros que se convierten en los guardianes de la Patria, gracias Dios padre por darnos esta nueva esperanza. 
Por. La esperanza de volver a llevarse lo poco que queda y dar amnistía a todos los ladrones narcozurdos
Solo revolucionarios  inteligentes  y luchadores  x una Patria  libre  y soberana  ....UNA SOLA VUELTA  CON ARAUZ/RABASCAL 
Excelente viva Rafael junto a nuevos rostros y sangte liviana q lleva su amor para el pueblo. Viva Andrés A. 
Ganamos en primera vuelta. Tanta indignidad recibida no se tolera más. Los cuencanos como siempre haciendo historia. Ganaremos con un margen superior al de Bolivia. ¡Apunten!
Felicidades y por que no nos avisan para ir apoyar soy de cuenca y me hubiese encantado estar ahí con nuestro futuro presidente 
Hasta cuando entenderan ya quitense las vendas de los ojos dejen de ser tan ilusos este tipejo lo unico q busca es seguir robando y sacar a todos los delincuentes de la carcel ????????
